NM_CANDIDATO
CICERO EZEQUIEL ZUZA FILHO
MARINALVA CAMPOS PIRES
JOÃO CARLOS CASTRO SIMÕES
JOSE HUMBERTO MAURICIO PAZ
IVONE COSTA DE SENA
VASTI NEVES DANTAS DA NOBREGA
CARLOS ALBERTO SOARES DE OLIVEIRA NETO
ANSELMO TAVARES DE PONTES
WALDICK FRANCISCO DA SILVA
JARDSON BATISTA DOS SANTOS
MARIA IZABEL MARTINS DE ARAUJO
ARTHUR DE SOUZA SALES
MARIVALDO PEREIRA DE OLIVEIRA
VALDIZIO EDUARDO PADILHA
ACASSIO RAMOS BEZERRA
EDNA MARIA FORTALEZA DE ARAÚJO
JOSE SOARES FILHO
EVALDO DE FARIAS GOMES
PRISCILA BERNARDO DOS SANTOS
MARIA DO SOCORRO SOARES DA SILVA
PAULO CESAR RODRIGUES DA SILVA
INALDO LUIZ DO NASCIMENTO
EDGAR DOS SANTOS
CÍCERA TAVARES GOMES
MAUTO FIRMINO DE SOUSA
FRANCISCO DE ARAUJO SANTOS
LUIS CARLOS MIRANDA DE CASTRO
METOZAEL PORTO RAMOS
ELMA LIGIA SILVA CAVALCANTE
JORDÃO NÓBREGA RODRIGUES
ERIVAN PEREIRA DE AGUIAR
MANOEL DOS SANTOS LIMA
CAROLAINE PEREIRA DE OLIVEIRA
ALEXSANDRA DA SILVA PEREIRA
JANE LADY DA SILVA
WELLINGTON EMERSON DE FARIAS AIRES
KÁTIA FABRICIA FERREIRA DA SILVA
GABRIEL MEDEIROS DA NÓBREGA
PAULO PEREIRA PEQUENO
JOÃO PAULO ALVES DE ARRUDA
ANTONIO CARLOS REGIS DA SILVA
YONA DE LIMA VASCONCELOS
JOSÉ UMBERTO ALMEIDA DA SILVA
EDVÂNIA DE MEDEIROS SOUTO AZEVEDO
FLAVIA LINDOLFO DE LIRA
VITOR LUCAS ALVES DOS SANTOS
ANTONIO FERREIRA DA NOBREGA FILHO
VANDERLEI MARTINS DE OLIVEIRA JÚNIOR
ERICK DA SILVA ALVES
MARCOS ALEXANDRE DE OLIVEIRA LIMA SOBREIRA
OSORIO FERREIRA DE MIRANDA
DIOMEDES MARTINS DA SILVA FILHO
KÁTIA ANDREIA MONTEIRO JANUÁRIO
FERNANDO GOMES BERTOLINO DA COSTA
WELTON ALVES DA ROCHA
VALDENICIO HERCULANO DA SILVA
EDNA TEIXEIRA DE MELO
ALYSON FRANCISCO DE MOURA SOUSA
RINALDO GUEDES DE ANDRADE
WENDELL LUIS PESSOA BEZERRA
JOSE MARCOS RODRIGUES DA SILVA
VALDOMIRO PEREIRA PINTO
LÙCIA LARYSSA FARIAS NEVES
LUIS RICARDO RAMOS LAGE
JOSÉ EDMILSON ALVES MONTEIRO
PAULO NOBREGA DE MEDEIROS
VALDIR GOMES PEREIRA
SIMONE MEDEIROS DOS SANTOS
LUCIANA SOUZA LUNA
IVANILSON FRANCISCO DA SILVA
KALLYANA KENNEA LIMA DIAS
LIDIANE MUNIZ DA CRUZ
MENACY TAVARES DA SILVA BEZERRA
ABRAÃO CAVALCANTI DE LACERDA
FRANCISCO ASSIS BATISTA JUNIOR
